mutation_id	replicate	prevalence
1	1	1	0.910946196660482
2	2	1	0.865497076023392
3	3	1	0.736342042755344
4	4	1	0.158762886597938
5	5	1	0.198
6	1	2	0.992125984251969
7	2	2	0.871690427698574
8	3	2	0.450226244343891
9	4	2	0.172839506172839
10	5	2	0.234
11	1	3	1
12	2	3	0.907630522088353
13	3	3	0.369515011547344
14	4	3	0.145790554414784
15	5	3	0.232
16	1	4	0.946969696969697
17	2	4	0.862475442043222
18	3	4	0.492204899777283
19	4	4	0.133858267716535
20	5	4	0.228
21	1	5	0.914230019493177
22	2	5	0.930278884462151
23	3	5	0.443693693693694
24	4	5	0.177215189873418
25	5	5	0.47
26	1	6	0.967545638945233
27	2	6	0.933884297520661
28	3	6	0.458797327394209
29	4	6	0.162790697674419
30	5	6	0.218
31	1	7	0.952662721893491
32	2	7	0.853174603174603
33	3	7	0.5
34	4	7	0.15071283095723
35	5	7	0.398
36	1	8	0.941634241245136
37	2	8	0.865384615384615
38	3	8	0.344186046511628
39	4	8	0.151329243353783
40	5	8	0.236
41	1	9	0.989754098360656
42	2	9	0.889763779527559
43	3	9	0.791767554479419
44	4	9	0.16015625
45	5	9	0.224
46	1	10	1
47	2	10	0.912065439672802
48	3	10	0.800970873786408
49	4	10	0.150101419878296
50	5	10	0.22
51	1	11	1
52	2	11	0.889558232931727
53	3	11	0.416470588235294
54	4	11	0.133874239350913
55	5	11	0.206
56	1	12	0.973584905660377
57	2	12	0.923868312757202
58	3	12	0.395927601809955
59	4	12	0.140873015873016
60	5	12	0.282
61	1	13	0.927165354330709
62	2	13	0.944672131147541
63	3	13	0.562363238512035
64	4	13	0.130260521042084
65	5	13	0.218
66	1	14	1
67	2	14	0.974304068522484
68	3	14	0.450110864745011
69	4	14	0.150101419878296
70	5	14	0.38
71	1	15	1
72	2	15	0.903162055335968
73	3	15	0.485393258426966
74	4	15	0.165354330708661
75	5	15	0.39
76	1	16	1
77	2	16	0.902
78	3	16	0.380090497737556
79	4	16	0.148535564853556
80	5	16	0.396
81	1	17	0.941176470588235
82	2	17	0.951167728237792
83	3	17	0.690243902439024
84	4	17	0.148727984344423
85	5	17	0.366
86	1	18	0.986328125
87	2	18	0.953846153846154
88	3	18	0.444964871194379
89	4	18	0.158004158004158
90	5	18	0.38
91	1	19	1
92	2	19	0.852652259332024
93	3	19	0.700471698113208
94	4	19	0.147113594040968
95	5	19	0.2
96	1	20	0.942307692307692
97	2	20	0.938
98	3	20	0.380733944954128
99	4	20	0.159045725646123
100	5	20	0.384
101	1	21	0.978682170542636
102	2	21	0.838709677419355
103	3	21	0.479212253829322
104	4	21	0.16247582205029
105	5	21	0.216
106	1	22	1
107	2	22	0.895615866388309
108	3	22	0.432071269487751
109	4	22	0.159914712153518
110	5	22	0.206
111	1	23	1
112	2	23	0.88
113	3	23	0.706161137440758
114	4	23	0.142578125
115	5	23	0.386
116	1	24	1
117	2	24	0.815789473684211
118	3	24	0.811735941320293
119	4	24	0.154166666666667
120	5	24	0.254
121	1	25	1
122	2	25	0.854932301740812
123	3	25	0.367205542725173
124	4	25	0.18052738336714
125	5	25	0.254
126	1	26	1
127	2	26	0.925925925925926
128	3	26	0.691764705882353
129	4	26	0.140845070422535
130	5	26	0.444
131	1	27	0.908366533864542
132	2	27	0.910788381742739
133	3	27	0.393592677345538
134	4	27	0.157684630738523
135	5	27	0.248
136	1	28	0.985743380855397
137	2	28	0.907662082514735
138	3	28	0.475770925110132
139	4	28	0.160243407707911
140	5	28	0.208
141	1	29	0.968627450980392
142	2	29	0.921686746987952
143	3	29	0.465116279069767
144	4	29	0.182212581344902
145	5	29	0.238
146	1	30	0.992047713717694
147	2	30	0.921686746987952
148	3	30	0.685096153846154
149	4	30	0.139344262295082
150	5	30	0.234
