mutation_id	replicate	prevalence
1	1	1	0.919354838709677
2	2	1	0.863636363636364
3	3	1	0.754385964912281
4	4	1	0.238095238095238
5	5	1	0.216666666666667
6	1	2	1
7	2	2	1
8	3	2	0.454545454545454
9	4	2	0.137931034482759
10	5	2	0.416666666666667
11	1	3	1
12	2	3	0.920634920634921
13	3	3	0.91304347826087
14	4	3	0.25
15	5	3	0.316666666666667
16	1	4	0.841269841269841
17	2	4	0.671052631578947
18	3	4	0.471698113207547
19	4	4	0.12280701754386
20	5	4	0.216666666666667
21	1	5	1
22	2	5	0.728813559322034
23	3	5	0.647058823529412
24	4	5	0.213114754098361
25	5	5	0.366666666666667
26	1	6	1
27	2	6	0.944444444444444
28	3	6	0.930232558139535
29	4	6	0.271186440677966
30	5	6	0.216666666666667
31	1	7	0.982758620689655
32	2	7	1
33	3	7	0.4
34	4	7	0.218181818181818
35	5	7	0.35
36	1	8	1
37	2	8	0.87719298245614
38	3	8	0.222222222222222
39	4	8	0.212765957446809
40	5	8	0.45
41	1	9	1
42	2	9	1
43	3	9	0.839506172839506
44	4	9	0.125
45	5	9	0.383333333333333
46	1	10	0.721518987341772
47	2	10	0.875
48	3	10	0.72
49	4	10	0.149253731343284
50	5	10	0.416666666666667
51	1	11	1
52	2	11	0.789473684210526
53	3	11	0.339622641509434
54	4	11	0.109375
55	5	11	0.316666666666667
56	1	12	1
57	2	12	0.857142857142857
58	3	12	1
59	4	12	0.142857142857143
60	5	12	0.45
61	1	13	0.878787878787879
62	2	13	0.71830985915493
63	3	13	0.490909090909091
64	4	13	0.113207547169811
65	5	13	0.316666666666667
66	1	14	1
67	2	14	0.96078431372549
68	3	14	0.790697674418605
69	4	14	0.215686274509804
70	5	14	0.366666666666667
71	1	15	0.75
72	2	15	0.944444444444444
73	3	15	0.804347826086957
74	4	15	0.228070175438596
75	5	15	0.216666666666667
76	1	16	1
77	2	16	0.9
78	3	16	0.673913043478261
79	4	16	0.172413793103448
80	5	16	0.183333333333333
81	1	17	0.95
82	2	17	1
83	3	17	0.7
84	4	17	0.137931034482759
85	5	17	0.216666666666667
86	1	18	1
87	2	18	0.948275862068966
88	3	18	0.953488372093023
89	4	18	0.116666666666667
90	5	18	0.216666666666667
91	1	19	0.96875
92	2	19	0.964912280701754
93	3	19	0.877551020408163
94	4	19	0.186440677966102
95	5	19	0.2
96	1	20	0.898305084745763
97	2	20	0.828125
98	3	20	0.346153846153846
99	4	20	0.189655172413793
100	5	20	0.283333333333333
101	1	21	0.741935483870968
102	2	21	0.844827586206897
103	3	21	0.384615384615385
104	4	21	0.0847457627118644
105	5	21	0.366666666666667
106	1	22	0.870967741935484
107	2	22	0.862068965517241
108	3	22	0.761904761904762
109	4	22	0.0909090909090909
110	5	22	0.433333333333333
111	1	23	1
112	2	23	0.803571428571429
113	3	23	0.407407407407407
114	4	23	0.0943396226415094
115	5	23	0.383333333333333
116	1	24	1
117	2	24	0.854545454545454
118	3	24	0.816326530612245
119	4	24	0.161290322580645
120	5	24	0.333333333333333
121	1	25	0.952380952380952
122	2	25	0.808823529411765
123	3	25	0.6
124	4	25	0.183333333333333
125	5	25	0.416666666666667
126	1	26	1
127	2	26	1
128	3	26	0.76
129	4	26	0.12962962962963
130	5	26	0.233333333333333
131	1	27	0.952380952380952
132	2	27	0.705882352941177
133	3	27	0.351851851851852
134	4	27	0.194029850746269
135	5	27	0.4
136	1	28	1
137	2	28	0.852459016393443
138	3	28	0.481481481481482
139	4	28	0.192982456140351
140	5	28	0.316666666666667
141	1	29	0.914285714285714
142	2	29	1
143	3	29	0.423728813559322
144	4	29	0.131147540983607
145	5	29	0.2
146	1	30	0.75
147	2	30	1
148	3	30	0.339285714285714
149	4	30	0.196078431372549
150	5	30	0.4
