mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	26	34	2	1	1
2	37	23	2	1	1
3	31	29	2	1	1
4	34	26	2	1	1
5	32	28	2	1	1
6	31	29	2	1	1
7	24	36	2	1	1
8	30	30	2	1	1
9	32	28	2	1	1
10	27	33	2	1	1
11	35	25	2	1	1
12	29	31	2	1	1
13	31	29	2	1	1
14	31	29	2	1	1
15	26	34	2	1	1
16	23	37	2	1	1
17	32	28	2	1	1
18	31	29	2	1	1
19	28	32	2	1	1
20	23	37	2	1	1
21	32	28	2	1	1
22	33	27	2	1	1
23	31	29	2	1	1
24	36	24	2	1	1
25	29	31	2	1	1
26	29	31	2	1	1
27	34	26	2	1	1
28	31	29	2	1	1
29	31	29	2	1	1
30	31	29	2	1	1
31	35	25	2	1	1
32	32	28	2	1	1
33	33	27	2	1	1
34	29	31	2	1	1
35	33	27	2	1	1
36	35	25	2	1	1
37	32	28	2	1	1
38	37	23	2	1	1
39	30	30	2	1	1
40	25	35	2	1	1
41	45	15	2	1	2
42	40	20	2	1	2
43	38	22	2	1	2
44	36	24	2	1	2
45	47	13	2	1	2
46	43	17	2	1	2
47	39	21	2	1	2
48	39	21	2	1	2
49	49	11	2	1	2
50	41	19	2	1	2
51	41	19	2	1	2
52	39	21	2	1	2
53	41	19	2	1	2
54	35	25	2	1	2
55	39	21	2	1	2
56	44	16	2	1	2
57	44	16	2	1	2
58	41	19	2	1	2
59	41	19	2	1	2
60	36	24	2	1	2
61	56	4	2	1	1
62	56	4	2	1	1
63	55	5	2	1	1
64	56	4	2	1	1
65	58	2	2	1	1
66	55	5	2	1	1
67	58	2	2	1	1
68	51	9	2	1	1
69	55	5	2	1	1
70	54	6	2	1	1
71	55	5	2	1	1
72	56	4	2	1	1
73	56	4	2	1	1
74	53	7	2	1	1
75	56	4	2	1	1
76	56	4	2	1	1
77	52	8	2	1	1
78	57	3	2	1	1
79	57	3	2	1	1
80	58	2	2	1	1
81	51	9	2	0	2
82	50	10	2	0	2
83	47	13	2	0	2
84	50	10	2	0	2
85	45	15	2	0	2
86	44	16	2	0	2
87	42	18	2	0	2
88	50	10	2	0	2
89	45	15	2	0	2
90	44	16	2	0	2
91	51	9	2	0	2
92	45	15	2	0	2
93	51	9	2	0	2
94	49	11	2	0	2
95	55	5	2	0	2
96	45	15	2	0	2
97	50	10	2	0	2
98	48	12	2	0	2
99	54	6	2	0	2
100	44	16	2	0	2
