mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	60	60	2	1	1
2	66	54	2	1	1
3	61	59	2	1	1
4	57	63	2	1	1
5	65	55	2	1	1
6	58	62	2	1	1
7	57	63	2	1	1
8	57	63	2	1	1
9	61	59	2	1	1
10	60	60	2	1	1
11	68	52	2	1	1
12	70	50	2	1	1
13	61	59	2	1	1
14	68	52	2	1	1
15	64	56	2	1	1
16	65	55	2	1	1
17	68	52	2	1	1
18	62	58	2	1	1
19	61	59	2	1	1
20	64	56	2	1	1
21	83	37	2	1	2
22	90	30	2	1	2
23	77	43	2	1	2
24	76	44	2	1	2
25	78	42	2	1	2
26	78	42	2	1	2
27	75	45	2	1	2
28	89	31	2	1	2
29	87	33	2	1	2
30	82	38	2	1	2
31	110	10	2	1	1
32	112	8	2	1	1
33	115	5	2	1	1
34	113	7	2	1	1
35	114	6	2	1	1
36	108	12	2	1	1
37	109	11	2	1	1
38	113	7	2	1	1
39	112	8	2	1	1
40	107	13	2	1	1
41	102	18	2	0	2
42	103	17	2	0	2
43	90	30	2	0	2
44	90	30	2	0	2
45	97	23	2	0	2
46	90	30	2	0	2
47	97	23	2	0	2
48	96	24	2	0	2
49	95	25	2	0	2
50	95	25	2	0	2
