mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	58	62	2	1	1
2	54	66	2	1	1
3	54	66	2	1	1
4	62	58	2	1	1
5	56	64	2	1	1
6	55	65	2	1	1
7	63	57	2	1	1
8	70	50	2	1	1
9	64	56	2	1	1
10	63	57	2	1	1
11	63	57	2	1	1
12	52	68	2	1	1
13	66	54	2	1	1
14	58	62	2	1	1
15	58	62	2	1	1
16	66	54	2	1	1
17	62	58	2	1	1
18	49	71	2	1	1
19	62	58	2	1	1
20	64	56	2	1	1
21	65	55	2	1	1
22	65	55	2	1	1
23	70	50	2	1	1
24	73	47	2	1	1
25	72	48	2	1	1
26	72	48	2	1	1
27	67	53	2	1	1
28	65	55	2	1	1
29	62	58	2	1	1
30	67	53	2	1	1
31	67	53	2	1	1
32	65	55	2	1	1
33	69	51	2	1	1
34	62	58	2	1	1
35	72	48	2	1	1
36	57	63	2	1	1
37	66	54	2	1	1
38	70	50	2	1	1
39	64	56	2	1	1
40	62	58	2	1	1
41	80	40	2	1	2
42	84	36	2	1	2
43	83	37	2	1	2
44	80	40	2	1	2
45	83	37	2	1	2
46	81	39	2	1	2
47	86	34	2	1	2
48	82	38	2	1	2
49	83	37	2	1	2
50	81	39	2	1	2
51	84	36	2	1	2
52	85	35	2	1	2
53	85	35	2	1	2
54	87	33	2	1	2
55	75	45	2	1	2
56	87	33	2	1	2
57	85	35	2	1	2
58	74	46	2	1	2
59	80	40	2	1	2
60	78	42	2	1	2
61	110	10	2	1	1
62	115	5	2	1	1
63	108	12	2	1	1
64	116	4	2	1	1
65	112	8	2	1	1
66	113	7	2	1	1
67	111	9	2	1	1
68	109	11	2	1	1
69	112	8	2	1	1
70	114	6	2	1	1
71	110	10	2	1	1
72	111	9	2	1	1
73	106	14	2	1	1
74	113	7	2	1	1
75	111	9	2	1	1
76	105	15	2	1	1
77	108	12	2	1	1
78	116	4	2	1	1
79	111	9	2	1	1
80	111	9	2	1	1
81	94	26	2	0	2
82	98	22	2	0	2
83	89	31	2	0	2
84	93	27	2	0	2
85	109	11	2	0	2
86	90	30	2	0	2
87	93	27	2	0	2
88	94	26	2	0	2
89	96	24	2	0	2
90	96	24	2	0	2
91	92	28	2	0	2
92	94	26	2	0	2
93	98	22	2	0	2
94	98	22	2	0	2
95	97	23	2	0	2
96	95	25	2	0	2
97	101	19	2	0	2
98	98	22	2	0	2
99	94	26	2	0	2
100	102	18	2	0	2
