mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	54	66	2	1	1
2	60	60	2	1	1
3	65	55	2	1	1
4	68	52	2	1	1
5	69	51	2	1	1
6	57	63	2	1	1
7	61	59	2	1	1
8	60	60	2	1	1
9	61	59	2	1	1
10	56	64	2	1	1
11	61	59	2	1	1
12	72	48	2	1	1
13	70	50	2	1	1
14	61	59	2	1	1
15	58	62	2	1	1
16	70	50	2	1	1
17	72	48	2	1	1
18	69	51	2	1	1
19	61	59	2	1	1
20	59	61	2	1	1
21	80	40	2	1	2
22	82	38	2	1	2
23	79	41	2	1	2
24	77	43	2	1	2
25	83	37	2	1	2
26	90	30	2	1	2
27	89	31	2	1	2
28	89	31	2	1	2
29	77	43	2	1	2
30	92	28	2	1	2
31	111	9	2	1	1
32	109	11	2	1	1
33	112	8	2	1	1
34	110	10	2	1	1
35	117	3	2	1	1
36	112	8	2	1	1
37	106	14	2	1	1
38	113	7	2	1	1
39	111	9	2	1	1
40	112	8	2	1	1
41	101	19	2	0	2
42	91	29	2	0	2
43	101	19	2	0	2
44	91	29	2	0	2
45	94	26	2	0	2
46	95	25	2	0	2
47	98	22	2	0	2
48	99	21	2	0	2
49	92	28	2	0	2
50	94	26	2	0	2
