mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	14	16	2	1	1
2	15	15	2	1	1
3	17	13	2	1	1
4	12	18	2	1	1
5	16	14	2	1	1
6	19	11	2	1	1
7	11	19	2	1	1
8	14	16	2	1	1
9	13	17	2	1	1
10	14	16	2	1	1
11	18	12	2	1	1
12	14	16	2	1	1
13	16	14	2	1	1
14	19	11	2	1	1
15	20	10	2	1	1
16	22	8	2	1	1
17	18	12	2	1	1
18	15	15	2	1	1
19	19	11	2	1	1
20	19	11	2	1	1
21	23	7	2	1	2
22	18	12	2	1	2
23	19	11	2	1	2
24	23	7	2	1	2
25	25	5	2	1	2
26	20	10	2	1	2
27	22	8	2	1	2
28	25	5	2	1	2
29	20	10	2	1	2
30	21	9	2	1	2
31	27	3	2	1	1
32	29	1	2	1	1
33	28	2	2	1	1
34	28	2	2	1	1
35	30	0	2	1	1
36	26	4	2	1	1
37	26	4	2	1	1
38	27	3	2	1	1
39	28	2	2	1	1
40	29	1	2	1	1
41	25	5	2	0	2
42	19	11	2	0	2
43	27	3	2	0	2
44	27	3	2	0	2
45	26	4	2	0	2
46	25	5	2	0	2
47	27	3	2	0	2
48	25	5	2	0	2
49	25	5	2	0	2
50	28	2	2	0	2
