mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	14	16	2	1	1
2	11	19	2	1	1
3	21	9	2	1	1
4	16	14	2	1	1
5	16	14	2	1	1
6	17	13	2	1	1
7	19	11	2	1	1
8	17	13	2	1	1
9	19	11	2	1	1
10	21	9	2	1	1
11	12	18	2	1	1
12	13	17	2	1	1
13	14	16	2	1	1
14	10	20	2	1	1
15	14	16	2	1	1
16	16	14	2	1	1
17	15	15	2	1	1
18	17	13	2	1	1
19	19	11	2	1	1
20	16	14	2	1	1
21	22	8	2	1	2
22	21	9	2	1	2
23	25	5	2	1	2
24	22	8	2	1	2
25	21	9	2	1	2
26	22	8	2	1	2
27	19	11	2	1	2
28	15	15	2	1	2
29	24	6	2	1	2
30	16	14	2	1	2
31	25	5	2	1	1
32	26	4	2	1	1
33	29	1	2	1	1
34	29	1	2	1	1
35	27	3	2	1	1
36	26	4	2	1	1
37	26	4	2	1	1
38	29	1	2	1	1
39	30	0	2	1	1
40	28	2	2	1	1
41	28	2	2	0	2
42	24	6	2	0	2
43	26	4	2	0	2
44	18	12	2	0	2
45	20	10	2	0	2
46	22	8	2	0	2
47	22	8	2	0	2
48	23	7	2	0	2
49	23	7	2	0	2
50	17	13	2	0	2
