mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	36	24	2	1	1
2	23	37	2	1	1
3	36	24	2	1	1
4	29	31	2	1	1
5	32	28	2	1	1
6	32	28	2	1	1
7	38	22	2	1	1
8	30	30	2	1	1
9	31	29	2	1	1
10	28	32	2	1	1
11	33	27	2	1	1
12	37	23	2	1	1
13	35	25	2	1	1
14	34	26	2	1	1
15	32	28	2	1	1
16	39	21	2	1	1
17	38	22	2	1	1
18	33	27	2	1	1
19	33	27	2	1	1
20	38	22	2	1	1
21	42	18	2	1	2
22	41	19	2	1	2
23	40	20	2	1	2
24	40	20	2	1	2
25	42	18	2	1	2
26	46	14	2	1	2
27	48	12	2	1	2
28	39	21	2	1	2
29	42	18	2	1	2
30	46	14	2	1	2
31	57	3	2	1	1
32	57	3	2	1	1
33	56	4	2	1	1
34	53	7	2	1	1
35	54	6	2	1	1
36	58	2	2	1	1
37	55	5	2	1	1
38	52	8	2	1	1
39	57	3	2	1	1
40	57	3	2	1	1
41	49	11	2	0	2
42	49	11	2	0	2
43	46	14	2	0	2
44	45	15	2	0	2
45	48	12	2	0	2
46	48	12	2	0	2
47	45	15	2	0	2
48	45	15	2	0	2
49	51	9	2	0	2
50	48	12	2	0	2
