mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	19	11	2	1	1
2	17	13	2	1	1
3	12	18	2	1	1
4	14	16	2	1	1
5	11	19	2	1	1
6	15	15	2	1	1
7	12	18	2	1	1
8	14	16	2	1	1
9	13	17	2	1	1
10	12	18	2	1	1
11	21	9	2	1	1
12	17	13	2	1	1
13	16	14	2	1	1
14	17	13	2	1	1
15	12	18	2	1	1
16	12	18	2	1	1
17	12	18	2	1	1
18	13	17	2	1	1
19	15	15	2	1	1
20	19	11	2	1	1
21	19	11	2	1	2
22	21	9	2	1	2
23	22	8	2	1	2
24	22	8	2	1	2
25	18	12	2	1	2
26	20	10	2	1	2
27	21	9	2	1	2
28	18	12	2	1	2
29	19	11	2	1	2
30	20	10	2	1	2
31	27	3	2	1	1
32	30	0	2	1	1
33	30	0	2	1	1
34	30	0	2	1	1
35	27	3	2	1	1
36	29	1	2	1	1
37	27	3	2	1	1
38	28	2	2	1	1
39	28	2	2	1	1
40	27	3	2	1	1
41	25	5	2	0	2
42	22	8	2	0	2
43	22	8	2	0	2
44	22	8	2	0	2
45	26	4	2	0	2
46	23	7	2	0	2
47	23	7	2	0	2
48	23	7	2	0	2
49	25	5	2	0	2
50	21	9	2	0	2
