mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	34	26	2	1	1
2	25	35	2	1	1
3	36	24	2	1	1
4	34	26	2	1	1
5	29	31	2	1	1
6	33	27	2	1	1
7	36	24	2	1	1
8	36	24	2	1	1
9	28	32	2	1	1
10	37	23	2	1	1
11	38	22	2	1	1
12	27	33	2	1	1
13	31	29	2	1	1
14	39	21	2	1	1
15	35	25	2	1	1
16	29	31	2	1	1
17	30	30	2	1	1
18	36	24	2	1	1
19	29	31	2	1	1
20	33	27	2	1	1
21	39	21	2	1	2
22	46	14	2	1	2
23	43	17	2	1	2
24	40	20	2	1	2
25	37	23	2	1	2
26	33	27	2	1	2
27	38	22	2	1	2
28	39	21	2	1	2
29	44	16	2	1	2
30	39	21	2	1	2
31	56	4	2	1	1
32	56	4	2	1	1
33	57	3	2	1	1
34	54	6	2	1	1
35	57	3	2	1	1
36	58	2	2	1	1
37	59	1	2	1	1
38	57	3	2	1	1
39	55	5	2	1	1
40	55	5	2	1	1
41	47	13	2	0	2
42	47	13	2	0	2
43	46	14	2	0	2
44	50	10	2	0	2
45	50	10	2	0	2
46	46	14	2	0	2
47	52	8	2	0	2
48	43	17	2	0	2
49	50	10	2	0	2
50	49	11	2	0	2
