mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	57	63	2	1	1
2	56	64	2	1	1
3	59	61	2	1	1
4	75	45	2	1	1
5	61	59	2	1	1
6	68	52	2	1	1
7	67	53	2	1	1
8	60	60	2	1	1
9	65	55	2	1	1
10	57	63	2	1	1
11	61	59	2	1	1
12	62	58	2	1	1
13	60	60	2	1	1
14	62	58	2	1	1
15	64	56	2	1	1
16	59	61	2	1	1
17	69	51	2	1	1
18	64	56	2	1	1
19	64	56	2	1	1
20	64	56	2	1	1
21	67	53	2	1	1
22	69	51	2	1	1
23	75	45	2	1	1
24	63	57	2	1	1
25	67	53	2	1	1
26	58	62	2	1	1
27	68	52	2	1	1
28	66	54	2	1	1
29	63	57	2	1	1
30	62	58	2	1	1
31	58	62	2	1	1
32	65	55	2	1	1
33	69	51	2	1	1
34	67	53	2	1	1
35	65	55	2	1	1
36	62	58	2	1	1
37	58	62	2	1	1
38	72	48	2	1	1
39	62	58	2	1	1
40	66	54	2	1	1
41	80	40	2	1	2
42	82	38	2	1	2
43	84	36	2	1	2
44	88	32	2	1	2
45	82	38	2	1	2
46	84	36	2	1	2
47	86	34	2	1	2
48	86	34	2	1	2
49	81	39	2	1	2
50	90	30	2	1	2
51	79	41	2	1	2
52	80	40	2	1	2
53	87	33	2	1	2
54	92	28	2	1	2
55	86	34	2	1	2
56	82	38	2	1	2
57	78	42	2	1	2
58	72	48	2	1	2
59	79	41	2	1	2
60	83	37	2	1	2
61	116	4	2	1	1
62	115	5	2	1	1
63	109	11	2	1	1
64	107	13	2	1	1
65	112	8	2	1	1
66	113	7	2	1	1
67	112	8	2	1	1
68	115	5	2	1	1
69	111	9	2	1	1
70	110	10	2	1	1
71	113	7	2	1	1
72	115	5	2	1	1
73	115	5	2	1	1
74	115	5	2	1	1
75	107	13	2	1	1
76	111	9	2	1	1
77	114	6	2	1	1
78	112	8	2	1	1
79	103	17	2	1	1
80	110	10	2	1	1
81	92	28	2	0	2
82	96	24	2	0	2
83	97	23	2	0	2
84	90	30	2	0	2
85	102	18	2	0	2
86	99	21	2	0	2
87	101	19	2	0	2
88	97	23	2	0	2
89	94	26	2	0	2
90	90	30	2	0	2
91	105	15	2	0	2
92	99	21	2	0	2
93	93	27	2	0	2
94	96	24	2	0	2
95	102	18	2	0	2
96	101	19	2	0	2
97	96	24	2	0	2
98	92	28	2	0	2
99	93	27	2	0	2
100	93	27	2	0	2
