mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	15	15	2	1	1
2	15	15	2	1	1
3	16	14	2	1	1
4	15	15	2	1	1
5	12	18	2	1	1
6	18	12	2	1	1
7	17	13	2	1	1
8	18	12	2	1	1
9	15	15	2	1	1
10	10	20	2	1	1
11	17	13	2	1	1
12	18	12	2	1	1
13	17	13	2	1	1
14	19	11	2	1	1
15	20	10	2	1	1
16	19	11	2	1	1
17	24	6	2	1	1
18	14	16	2	1	1
19	20	10	2	1	1
20	21	9	2	1	1
21	18	12	2	1	2
22	20	10	2	1	2
23	19	11	2	1	2
24	20	10	2	1	2
25	16	14	2	1	2
26	17	13	2	1	2
27	20	10	2	1	2
28	24	6	2	1	2
29	26	4	2	1	2
30	19	11	2	1	2
31	27	3	2	1	1
32	27	3	2	1	1
33	29	1	2	1	1
34	28	2	2	1	1
35	25	5	2	1	1
36	25	5	2	1	1
37	28	2	2	1	1
38	28	2	2	1	1
39	29	1	2	1	1
40	27	3	2	1	1
41	25	5	2	0	2
42	21	9	2	0	2
43	23	7	2	0	2
44	24	6	2	0	2
45	23	7	2	0	2
46	27	3	2	0	2
47	25	5	2	0	2
48	29	1	2	0	2
49	23	7	2	0	2
50	26	4	2	0	2
