mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	11	19	2	1	1
2	14	16	2	1	1
3	17	13	2	1	1
4	12	18	2	1	1
5	18	12	2	1	1
6	11	19	2	1	1
7	13	17	2	1	1
8	14	16	2	1	1
9	17	13	2	1	1
10	14	16	2	1	1
11	20	10	2	1	1
12	12	18	2	1	1
13	17	13	2	1	1
14	15	15	2	1	1
15	18	12	2	1	1
16	15	15	2	1	1
17	17	13	2	1	1
18	14	16	2	1	1
19	16	14	2	1	1
20	18	12	2	1	1
21	23	7	2	1	2
22	21	9	2	1	2
23	20	10	2	1	2
24	20	10	2	1	2
25	22	8	2	1	2
26	22	8	2	1	2
27	22	8	2	1	2
28	24	6	2	1	2
29	23	7	2	1	2
30	20	10	2	1	2
31	29	1	2	1	1
32	28	2	2	1	1
33	30	0	2	1	1
34	28	2	2	1	1
35	30	0	2	1	1
36	29	1	2	1	1
37	24	6	2	1	1
38	29	1	2	1	1
39	27	3	2	1	1
40	28	2	2	1	1
41	25	5	2	0	2
42	22	8	2	0	2
43	24	6	2	0	2
44	24	6	2	0	2
45	21	9	2	0	2
46	23	7	2	0	2
47	19	11	2	0	2
48	24	6	2	0	2
49	27	3	2	0	2
50	24	6	2	0	2
