mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	15	15	2	1	1
2	13	17	2	1	1
3	17	13	2	1	1
4	17	13	2	1	1
5	13	17	2	1	1
6	11	19	2	1	1
7	22	8	2	1	1
8	12	18	2	1	1
9	14	16	2	1	1
10	16	14	2	1	1
11	13	17	2	1	1
12	17	13	2	1	1
13	17	13	2	1	1
14	14	16	2	1	1
15	19	11	2	1	1
16	21	9	2	1	1
17	19	11	2	1	1
18	17	13	2	1	1
19	14	16	2	1	1
20	19	11	2	1	1
21	21	9	2	1	2
22	17	13	2	1	2
23	20	10	2	1	2
24	21	9	2	1	2
25	23	7	2	1	2
26	21	9	2	1	2
27	20	10	2	1	2
28	24	6	2	1	2
29	23	7	2	1	2
30	20	10	2	1	2
31	28	2	2	1	1
32	27	3	2	1	1
33	28	2	2	1	1
34	28	2	2	1	1
35	29	1	2	1	1
36	30	0	2	1	1
37	24	6	2	1	1
38	28	2	2	1	1
39	26	4	2	1	1
40	25	5	2	1	1
41	26	4	2	0	2
42	28	2	2	0	2
43	29	1	2	0	2
44	25	5	2	0	2
45	27	3	2	0	2
46	21	9	2	0	2
47	21	9	2	0	2
48	26	4	2	0	2
49	24	6	2	0	2
50	25	5	2	0	2
