mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	56	64	2	1	1
2	60	60	2	1	1
3	60	60	2	1	1
4	64	56	2	1	1
5	70	50	2	1	1
6	61	59	2	1	1
7	68	52	2	1	1
8	61	59	2	1	1
9	67	53	2	1	1
10	61	59	2	1	1
11	72	48	2	1	1
12	70	50	2	1	1
13	70	50	2	1	1
14	74	46	2	1	1
15	67	53	2	1	1
16	63	57	2	1	1
17	61	59	2	1	1
18	61	59	2	1	1
19	67	53	2	1	1
20	70	50	2	1	1
21	78	42	2	1	2
22	81	39	2	1	2
23	85	35	2	1	2
24	78	42	2	1	2
25	84	36	2	1	2
26	86	34	2	1	2
27	78	42	2	1	2
28	91	29	2	1	2
29	87	33	2	1	2
30	91	29	2	1	2
31	113	7	2	1	1
32	116	4	2	1	1
33	109	11	2	1	1
34	113	7	2	1	1
35	114	6	2	1	1
36	110	10	2	1	1
37	106	14	2	1	1
38	112	8	2	1	1
39	107	13	2	1	1
40	107	13	2	1	1
41	97	23	2	0	2
42	98	22	2	0	2
43	101	19	2	0	2
44	96	24	2	0	2
45	98	22	2	0	2
46	89	31	2	0	2
47	104	16	2	0	2
48	90	30	2	0	2
49	99	21	2	0	2
50	99	21	2	0	2
