mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	14	16	2	1	1
2	13	17	2	1	1
3	13	17	2	1	1
4	17	13	2	1	1
5	17	13	2	1	1
6	13	17	2	1	1
7	12	18	2	1	1
8	12	18	2	1	1
9	12	18	2	1	1
10	12	18	2	1	1
11	17	13	2	1	1
12	17	13	2	1	1
13	17	13	2	1	1
14	18	12	2	1	1
15	17	13	2	1	1
16	16	14	2	1	1
17	13	17	2	1	1
18	9	21	2	1	1
19	14	16	2	1	1
20	15	15	2	1	1
21	24	6	2	1	1
22	22	8	2	1	1
23	15	15	2	1	1
24	16	14	2	1	1
25	17	13	2	1	1
26	14	16	2	1	1
27	17	13	2	1	1
28	18	12	2	1	1
29	13	17	2	1	1
30	12	18	2	1	1
31	16	14	2	1	1
32	15	15	2	1	1
33	16	14	2	1	1
34	19	11	2	1	1
35	16	14	2	1	1
36	16	14	2	1	1
37	16	14	2	1	1
38	14	16	2	1	1
39	15	15	2	1	1
40	12	18	2	1	1
41	19	11	2	1	2
42	20	10	2	1	2
43	21	9	2	1	2
44	26	4	2	1	2
45	25	5	2	1	2
46	22	8	2	1	2
47	22	8	2	1	2
48	17	13	2	1	2
49	25	5	2	1	2
50	22	8	2	1	2
51	21	9	2	1	2
52	26	4	2	1	2
53	21	9	2	1	2
54	22	8	2	1	2
55	21	9	2	1	2
56	19	11	2	1	2
57	19	11	2	1	2
58	22	8	2	1	2
59	23	7	2	1	2
60	22	8	2	1	2
61	27	3	2	1	1
62	30	0	2	1	1
63	29	1	2	1	1
64	29	1	2	1	1
65	29	1	2	1	1
66	27	3	2	1	1
67	26	4	2	1	1
68	29	1	2	1	1
69	30	0	2	1	1
70	27	3	2	1	1
71	29	1	2	1	1
72	29	1	2	1	1
73	29	1	2	1	1
74	29	1	2	1	1
75	27	3	2	1	1
76	28	2	2	1	1
77	30	0	2	1	1
78	28	2	2	1	1
79	27	3	2	1	1
80	28	2	2	1	1
81	27	3	2	0	2
82	24	6	2	0	2
83	23	7	2	0	2
84	26	4	2	0	2
85	23	7	2	0	2
86	23	7	2	0	2
87	22	8	2	0	2
88	25	5	2	0	2
89	24	6	2	0	2
90	24	6	2	0	2
91	26	4	2	0	2
92	24	6	2	0	2
93	27	3	2	0	2
94	26	4	2	0	2
95	26	4	2	0	2
96	24	6	2	0	2
97	26	4	2	0	2
98	24	6	2	0	2
99	27	3	2	0	2
100	27	3	2	0	2
