mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	32	28	2	1	1
2	31	29	2	1	1
3	32	28	2	1	1
4	36	24	2	1	1
5	33	27	2	1	1
6	30	30	2	1	1
7	30	30	2	1	1
8	27	33	2	1	1
9	27	33	2	1	1
10	32	28	2	1	1
11	33	27	2	1	1
12	32	28	2	1	1
13	33	27	2	1	1
14	30	30	2	1	1
15	29	31	2	1	1
16	27	33	2	1	1
17	32	28	2	1	1
18	31	29	2	1	1
19	39	21	2	1	1
20	29	31	2	1	1
21	41	19	2	1	2
22	37	23	2	1	2
23	44	16	2	1	2
24	43	17	2	1	2
25	37	23	2	1	2
26	36	24	2	1	2
27	35	25	2	1	2
28	47	13	2	1	2
29	43	17	2	1	2
30	41	19	2	1	2
31	54	6	2	1	1
32	56	4	2	1	1
33	55	5	2	1	1
34	58	2	2	1	1
35	54	6	2	1	1
36	56	4	2	1	1
37	55	5	2	1	1
38	56	4	2	1	1
39	54	6	2	1	1
40	57	3	2	1	1
41	48	12	2	0	2
42	45	15	2	0	2
43	47	13	2	0	2
44	48	12	2	0	2
45	47	13	2	0	2
46	50	10	2	0	2
47	46	14	2	0	2
48	46	14	2	0	2
49	48	12	2	0	2
50	48	12	2	0	2
