mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	16	14	2	1	1
2	14	16	2	1	1
3	17	13	2	1	1
4	16	14	2	1	1
5	19	11	2	1	1
6	14	16	2	1	1
7	15	15	2	1	1
8	16	14	2	1	1
9	14	16	2	1	1
10	14	16	2	1	1
11	22	8	2	1	1
12	15	15	2	1	1
13	13	17	2	1	1
14	18	12	2	1	1
15	17	13	2	1	1
16	17	13	2	1	1
17	20	10	2	1	1
18	20	10	2	1	1
19	17	13	2	1	1
20	14	16	2	1	1
21	24	6	2	1	2
22	22	8	2	1	2
23	22	8	2	1	2
24	23	7	2	1	2
25	23	7	2	1	2
26	19	11	2	1	2
27	22	8	2	1	2
28	18	12	2	1	2
29	22	8	2	1	2
30	22	8	2	1	2
31	27	3	2	1	1
32	28	2	2	1	1
33	29	1	2	1	1
34	27	3	2	1	1
35	28	2	2	1	1
36	28	2	2	1	1
37	28	2	2	1	1
38	26	4	2	1	1
39	24	6	2	1	1
40	23	7	2	1	1
41	25	5	2	0	2
42	26	4	2	0	2
43	29	1	2	0	2
44	24	6	2	0	2
45	24	6	2	0	2
46	22	8	2	0	2
47	23	7	2	0	2
48	26	4	2	0	2
49	25	5	2	0	2
50	25	5	2	0	2
