mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	496	504	2	1	1
2	500	500	2	1	1
3	506	494	2	1	1
4	505	495	2	1	1
5	487	513	2	1	1
6	479	521	2	1	1
7	507	493	2	1	1
8	490	510	2	1	1
9	487	513	2	1	1
10	455	545	2	1	1
11	491	509	2	1	1
12	495	505	2	1	1
13	484	516	2	1	1
14	513	487	2	1	1
15	525	475	2	1	1
16	515	485	2	1	1
17	500	500	2	1	1
18	529	471	2	1	1
19	510	490	2	1	1
20	516	484	2	1	1
21	553	447	2	1	1
22	556	444	2	1	1
23	554	446	2	1	1
24	527	473	2	1	1
25	564	436	2	1	1
26	538	462	2	1	1
27	573	427	2	1	1
28	542	458	2	1	1
29	525	475	2	1	1
30	559	441	2	1	1
31	560	440	2	1	1
32	532	468	2	1	1
33	560	440	2	1	1
34	530	470	2	1	1
35	564	436	2	1	1
36	537	463	2	1	1
37	540	460	2	1	1
38	573	427	2	1	1
39	558	442	2	1	1
40	567	433	2	1	1
41	697	303	2	1	2
42	704	296	2	1	2
43	696	304	2	1	2
44	694	306	2	1	2
45	715	285	2	1	2
46	702	298	2	1	2
47	702	298	2	1	2
48	710	290	2	1	2
49	699	301	2	1	2
50	697	303	2	1	2
51	683	317	2	1	2
52	678	322	2	1	2
53	731	269	2	1	2
54	689	311	2	1	2
55	692	308	2	1	2
56	681	319	2	1	2
57	686	314	2	1	2
58	676	324	2	1	2
59	692	308	2	1	2
60	672	328	2	1	2
61	946	54	2	1	1
62	932	68	2	1	1
63	916	84	2	1	1
64	933	67	2	1	1
65	927	73	2	1	1
66	930	70	2	1	1
67	923	77	2	1	1
68	917	83	2	1	1
69	922	78	2	1	1
70	937	63	2	1	1
71	928	72	2	1	1
72	913	87	2	1	1
73	928	72	2	1	1
74	919	81	2	1	1
75	928	72	2	1	1
76	918	82	2	1	1
77	925	75	2	1	1
78	926	74	2	1	1
79	920	80	2	1	1
80	927	73	2	1	1
81	817	183	2	0	2
82	814	186	2	0	2
83	799	201	2	0	2
84	801	199	2	0	2
85	810	190	2	0	2
86	791	209	2	0	2
87	805	195	2	0	2
88	801	199	2	0	2
89	796	204	2	0	2
90	799	201	2	0	2
91	810	190	2	0	2
92	816	184	2	0	2
93	806	194	2	0	2
94	805	195	2	0	2
95	807	193	2	0	2
96	801	199	2	0	2
97	796	204	2	0	2
98	796	204	2	0	2
99	802	198	2	0	2
100	807	193	2	0	2
