mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	54	66	2	1	1
2	58	62	2	1	1
3	66	54	2	1	1
4	54	66	2	1	1
5	60	60	2	1	1
6	61	59	2	1	1
7	64	56	2	1	1
8	75	45	2	1	1
9	68	52	2	1	1
10	56	64	2	1	1
11	53	67	2	1	1
12	64	56	2	1	1
13	58	62	2	1	1
14	65	55	2	1	1
15	63	57	2	1	1
16	59	61	2	1	1
17	63	57	2	1	1
18	61	59	2	1	1
19	69	51	2	1	1
20	53	67	2	1	1
21	56	64	2	1	1
22	61	59	2	1	1
23	69	51	2	1	1
24	75	45	2	1	1
25	66	54	2	1	1
26	73	47	2	1	1
27	53	67	2	1	1
28	64	56	2	1	1
29	75	45	2	1	1
30	70	50	2	1	1
31	59	61	2	1	1
32	66	54	2	1	1
33	70	50	2	1	1
34	63	57	2	1	1
35	74	46	2	1	1
36	64	56	2	1	1
37	72	48	2	1	1
38	71	49	2	1	1
39	71	49	2	1	1
40	57	63	2	1	1
41	76	44	2	1	2
42	83	37	2	1	2
43	83	37	2	1	2
44	85	35	2	1	2
45	85	35	2	1	2
46	84	36	2	1	2
47	81	39	2	1	2
48	80	40	2	1	2
49	83	37	2	1	2
50	70	50	2	1	2
51	95	25	2	1	2
52	84	36	2	1	2
53	72	48	2	1	2
54	85	35	2	1	2
55	77	43	2	1	2
56	78	42	2	1	2
57	90	30	2	1	2
58	71	49	2	1	2
59	71	49	2	1	2
60	86	34	2	1	2
61	110	10	2	1	1
62	112	8	2	1	1
63	113	7	2	1	1
64	109	11	2	1	1
65	115	5	2	1	1
66	111	9	2	1	1
67	109	11	2	1	1
68	107	13	2	1	1
69	109	11	2	1	1
70	112	8	2	1	1
71	116	4	2	1	1
72	106	14	2	1	1
73	107	13	2	1	1
74	109	11	2	1	1
75	106	14	2	1	1
76	107	13	2	1	1
77	117	3	2	1	1
78	113	7	2	1	1
79	113	7	2	1	1
80	113	7	2	1	1
81	100	20	2	0	2
82	100	20	2	0	2
83	95	25	2	0	2
84	98	22	2	0	2
85	103	17	2	0	2
86	93	27	2	0	2
87	99	21	2	0	2
88	95	25	2	0	2
89	95	25	2	0	2
90	99	21	2	0	2
91	98	22	2	0	2
92	97	23	2	0	2
93	102	18	2	0	2
94	99	21	2	0	2
95	90	30	2	0	2
96	101	19	2	0	2
97	102	18	2	0	2
98	95	25	2	0	2
99	98	22	2	0	2
100	90	30	2	0	2
