mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	496	504	2	1	1
2	497	503	2	1	1
3	515	485	2	1	1
4	486	514	2	1	1
5	488	512	2	1	1
6	503	497	2	1	1
7	515	485	2	1	1
8	505	495	2	1	1
9	520	480	2	1	1
10	506	494	2	1	1
11	485	515	2	1	1
12	497	503	2	1	1
13	498	502	2	1	1
14	488	512	2	1	1
15	496	504	2	1	1
16	527	473	2	1	1
17	514	486	2	1	1
18	492	508	2	1	1
19	483	517	2	1	1
20	478	522	2	1	1
21	514	486	2	1	1
22	589	411	2	1	1
23	577	423	2	1	1
24	533	467	2	1	1
25	533	467	2	1	1
26	553	447	2	1	1
27	506	494	2	1	1
28	539	461	2	1	1
29	551	449	2	1	1
30	534	466	2	1	1
31	541	459	2	1	1
32	566	434	2	1	1
33	553	447	2	1	1
34	520	480	2	1	1
35	531	469	2	1	1
36	565	435	2	1	1
37	558	442	2	1	1
38	567	433	2	1	1
39	529	471	2	1	1
40	539	461	2	1	1
41	675	325	2	1	2
42	684	316	2	1	2
43	691	309	2	1	2
44	716	284	2	1	2
45	685	315	2	1	2
46	682	318	2	1	2
47	685	315	2	1	2
48	705	295	2	1	2
49	689	311	2	1	2
50	703	297	2	1	2
51	684	316	2	1	2
52	679	321	2	1	2
53	706	294	2	1	2
54	688	312	2	1	2
55	693	307	2	1	2
56	725	275	2	1	2
57	659	341	2	1	2
58	678	322	2	1	2
59	673	327	2	1	2
60	709	291	2	1	2
61	931	69	2	1	1
62	912	88	2	1	1
63	921	79	2	1	1
64	944	56	2	1	1
65	931	69	2	1	1
66	928	72	2	1	1
67	932	68	2	1	1
68	928	72	2	1	1
69	940	60	2	1	1
70	929	71	2	1	1
71	933	67	2	1	1
72	930	70	2	1	1
73	929	71	2	1	1
74	928	72	2	1	1
75	936	64	2	1	1
76	910	90	2	1	1
77	919	81	2	1	1
78	930	70	2	1	1
79	924	76	2	1	1
80	930	70	2	1	1
81	797	203	2	0	2
82	785	215	2	0	2
83	809	191	2	0	2
84	800	200	2	0	2
85	794	206	2	0	2
86	804	196	2	0	2
87	809	191	2	0	2
88	781	219	2	0	2
89	805	195	2	0	2
90	809	191	2	0	2
91	815	185	2	0	2
92	790	210	2	0	2
93	833	167	2	0	2
94	764	236	2	0	2
95	769	231	2	0	2
96	809	191	2	0	2
97	786	214	2	0	2
98	802	198	2	0	2
99	804	196	2	0	2
100	767	233	2	0	2
