mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	27	33	2	1	1
2	31	29	2	1	1
3	26	34	2	1	1
4	32	28	2	1	1
5	26	34	2	1	1
6	34	26	2	1	1
7	33	27	2	1	1
8	25	35	2	1	1
9	28	32	2	1	1
10	31	29	2	1	1
11	29	31	2	1	1
12	25	35	2	1	1
13	33	27	2	1	1
14	24	36	2	1	1
15	28	32	2	1	1
16	28	32	2	1	1
17	27	33	2	1	1
18	30	30	2	1	1
19	31	29	2	1	1
20	33	27	2	1	1
21	31	29	2	1	1
22	30	30	2	1	1
23	35	25	2	1	1
24	35	25	2	1	1
25	33	27	2	1	1
26	36	24	2	1	1
27	35	25	2	1	1
28	29	31	2	1	1
29	29	31	2	1	1
30	39	21	2	1	1
31	31	29	2	1	1
32	34	26	2	1	1
33	31	29	2	1	1
34	33	27	2	1	1
35	26	34	2	1	1
36	35	25	2	1	1
37	34	26	2	1	1
38	36	24	2	1	1
39	30	30	2	1	1
40	30	30	2	1	1
41	41	19	2	1	2
42	43	17	2	1	2
43	40	20	2	1	2
44	39	21	2	1	2
45	44	16	2	1	2
46	37	23	2	1	2
47	43	17	2	1	2
48	37	23	2	1	2
49	42	18	2	1	2
50	31	29	2	1	2
51	36	24	2	1	2
52	41	19	2	1	2
53	43	17	2	1	2
54	37	23	2	1	2
55	40	20	2	1	2
56	44	16	2	1	2
57	49	11	2	1	2
58	46	14	2	1	2
59	43	17	2	1	2
60	46	14	2	1	2
61	56	4	2	1	1
62	57	3	2	1	1
63	51	9	2	1	1
64	60	0	2	1	1
65	54	6	2	1	1
66	56	4	2	1	1
67	55	5	2	1	1
68	55	5	2	1	1
69	57	3	2	1	1
70	58	2	2	1	1
71	56	4	2	1	1
72	56	4	2	1	1
73	58	2	2	1	1
74	55	5	2	1	1
75	56	4	2	1	1
76	52	8	2	1	1
77	57	3	2	1	1
78	56	4	2	1	1
79	53	7	2	1	1
80	54	6	2	1	1
81	45	15	2	0	2
82	40	20	2	0	2
83	51	9	2	0	2
84	52	8	2	0	2
85	50	10	2	0	2
86	50	10	2	0	2
87	47	13	2	0	2
88	48	12	2	0	2
89	49	11	2	0	2
90	50	10	2	0	2
91	50	10	2	0	2
92	49	11	2	0	2
93	47	13	2	0	2
94	45	15	2	0	2
95	47	13	2	0	2
96	48	12	2	0	2
97	52	8	2	0	2
98	48	12	2	0	2
99	44	16	2	0	2
100	50	10	2	0	2
