mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	510	490	2	1	1
2	522	478	2	1	1
3	490	510	2	1	1
4	490	510	2	1	1
5	494	506	2	1	1
6	494	506	2	1	1
7	494	506	2	1	1
8	523	477	2	1	1
9	492	508	2	1	1
10	489	511	2	1	1
11	555	445	2	1	1
12	556	444	2	1	1
13	556	444	2	1	1
14	561	439	2	1	1
15	553	447	2	1	1
16	546	454	2	1	1
17	541	459	2	1	1
18	537	463	2	1	1
19	537	463	2	1	1
20	550	450	2	1	1
21	707	293	2	1	2
22	705	295	2	1	2
23	675	325	2	1	2
24	697	303	2	1	2
25	694	306	2	1	2
26	692	308	2	1	2
27	689	311	2	1	2
28	697	303	2	1	2
29	715	285	2	1	2
30	694	306	2	1	2
31	935	65	2	1	1
32	929	71	2	1	1
33	943	57	2	1	1
34	936	64	2	1	1
35	918	82	2	1	1
36	931	69	2	1	1
37	927	73	2	1	1
38	915	85	2	1	1
39	925	75	2	1	1
40	916	84	2	1	1
41	822	178	2	0	2
42	788	212	2	0	2
43	820	180	2	0	2
44	786	214	2	0	2
45	824	176	2	0	2
46	812	188	2	0	2
47	785	215	2	0	2
48	801	199	2	0	2
49	769	231	2	0	2
50	816	184	2	0	2
