mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	494	506	2	1	1
2	496	504	2	1	1
3	506	494	2	1	1
4	525	475	2	1	1
5	518	482	2	1	1
6	500	500	2	1	1
7	497	503	2	1	1
8	503	497	2	1	1
9	481	519	2	1	1
10	484	516	2	1	1
11	555	445	2	1	1
12	579	421	2	1	1
13	577	423	2	1	1
14	547	453	2	1	1
15	560	440	2	1	1
16	555	445	2	1	1
17	574	426	2	1	1
18	552	448	2	1	1
19	540	460	2	1	1
20	547	453	2	1	1
21	697	303	2	1	2
22	705	295	2	1	2
23	720	280	2	1	2
24	703	297	2	1	2
25	702	298	2	1	2
26	706	294	2	1	2
27	721	279	2	1	2
28	682	318	2	1	2
29	701	299	2	1	2
30	695	305	2	1	2
31	932	68	2	1	1
32	913	87	2	1	1
33	921	79	2	1	1
34	928	72	2	1	1
35	922	78	2	1	1
36	920	80	2	1	1
37	928	72	2	1	1
38	930	70	2	1	1
39	918	82	2	1	1
40	935	65	2	1	1
41	790	210	2	0	2
42	794	206	2	0	2
43	823	177	2	0	2
44	811	189	2	0	2
45	798	202	2	0	2
46	820	180	2	0	2
47	810	190	2	0	2
48	810	190	2	0	2
49	807	193	2	0	2
50	816	184	2	0	2
