mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	63	57	2	1	1
2	65	55	2	1	1
3	65	55	2	1	1
4	68	52	2	1	1
5	61	59	2	1	1
6	61	59	2	1	1
7	63	57	2	1	1
8	71	49	2	1	1
9	51	69	2	1	1
10	54	66	2	1	1
11	70	50	2	1	1
12	69	51	2	1	1
13	60	60	2	1	1
14	63	57	2	1	1
15	63	57	2	1	1
16	66	54	2	1	1
17	61	59	2	1	1
18	60	60	2	1	1
19	60	60	2	1	1
20	59	61	2	1	1
21	82	38	2	1	2
22	79	41	2	1	2
23	83	37	2	1	2
24	81	39	2	1	2
25	78	42	2	1	2
26	94	26	2	1	2
27	80	40	2	1	2
28	93	27	2	1	2
29	81	39	2	1	2
30	89	31	2	1	2
31	111	9	2	1	1
32	117	3	2	1	1
33	112	8	2	1	1
34	107	13	2	1	1
35	108	12	2	1	1
36	110	10	2	1	1
37	114	6	2	1	1
38	112	8	2	1	1
39	110	10	2	1	1
40	114	6	2	1	1
41	93	27	2	0	2
42	93	27	2	0	2
43	91	29	2	0	2
44	94	26	2	0	2
45	96	24	2	0	2
46	89	31	2	0	2
47	91	29	2	0	2
48	97	23	2	0	2
49	91	29	2	0	2
50	96	24	2	0	2
