mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	488	512	2	1	1
2	501	499	2	1	1
3	501	499	2	1	1
4	484	516	2	1	1
5	492	508	2	1	1
6	480	520	2	1	1
7	506	494	2	1	1
8	501	499	2	1	1
9	492	508	2	1	1
10	516	484	2	1	1
11	569	431	2	1	1
12	557	443	2	1	1
13	555	445	2	1	1
14	507	493	2	1	1
15	555	445	2	1	1
16	584	416	2	1	1
17	516	484	2	1	1
18	543	457	2	1	1
19	531	469	2	1	1
20	535	465	2	1	1
21	687	313	2	1	2
22	691	309	2	1	2
23	724	276	2	1	2
24	696	304	2	1	2
25	690	310	2	1	2
26	669	331	2	1	2
27	681	319	2	1	2
28	693	307	2	1	2
29	701	299	2	1	2
30	720	280	2	1	2
31	924	76	2	1	1
32	925	75	2	1	1
33	918	82	2	1	1
34	933	67	2	1	1
35	941	59	2	1	1
36	930	70	2	1	1
37	929	71	2	1	1
38	919	81	2	1	1
39	922	78	2	1	1
40	940	60	2	1	1
41	793	207	2	0	2
42	809	191	2	0	2
43	824	176	2	0	2
44	809	191	2	0	2
45	797	203	2	0	2
46	809	191	2	0	2
47	810	190	2	0	2
48	792	208	2	0	2
49	810	190	2	0	2
50	816	184	2	0	2
