mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	487	513	2	1	1
2	517	483	2	1	1
3	521	479	2	1	1
4	501	499	2	1	1
5	527	473	2	1	1
6	504	496	2	1	1
7	496	504	2	1	1
8	516	484	2	1	1
9	481	519	2	1	1
10	523	477	2	1	1
11	490	510	2	1	1
12	500	500	2	1	1
13	491	509	2	1	1
14	521	479	2	1	1
15	491	509	2	1	1
16	498	502	2	1	1
17	496	504	2	1	1
18	487	513	2	1	1
19	499	501	2	1	1
20	476	524	2	1	1
21	566	434	2	1	1
22	543	457	2	1	1
23	526	474	2	1	1
24	538	462	2	1	1
25	518	482	2	1	1
26	551	449	2	1	1
27	568	432	2	1	1
28	535	465	2	1	1
29	549	451	2	1	1
30	551	449	2	1	1
31	559	441	2	1	1
32	562	438	2	1	1
33	558	442	2	1	1
34	535	465	2	1	1
35	555	445	2	1	1
36	564	436	2	1	1
37	558	442	2	1	1
38	561	439	2	1	1
39	522	478	2	1	1
40	563	437	2	1	1
41	680	320	2	1	2
42	692	308	2	1	2
43	711	289	2	1	2
44	730	270	2	1	2
45	698	302	2	1	2
46	675	325	2	1	2
47	702	298	2	1	2
48	683	317	2	1	2
49	700	300	2	1	2
50	713	287	2	1	2
51	688	312	2	1	2
52	686	314	2	1	2
53	701	299	2	1	2
54	694	306	2	1	2
55	686	314	2	1	2
56	708	292	2	1	2
57	691	309	2	1	2
58	699	301	2	1	2
59	696	304	2	1	2
60	694	306	2	1	2
61	933	67	2	1	1
62	917	83	2	1	1
63	931	69	2	1	1
64	917	83	2	1	1
65	924	76	2	1	1
66	941	59	2	1	1
67	925	75	2	1	1
68	934	66	2	1	1
69	919	81	2	1	1
70	918	82	2	1	1
71	933	67	2	1	1
72	934	66	2	1	1
73	928	72	2	1	1
74	926	74	2	1	1
75	916	84	2	1	1
76	920	80	2	1	1
77	920	80	2	1	1
78	935	65	2	1	1
79	926	74	2	1	1
80	925	75	2	1	1
81	792	208	2	0	2
82	817	183	2	0	2
83	808	192	2	0	2
84	802	198	2	0	2
85	794	206	2	0	2
86	789	211	2	0	2
87	775	225	2	0	2
88	769	231	2	0	2
89	812	188	2	0	2
90	790	210	2	0	2
91	789	211	2	0	2
92	794	206	2	0	2
93	801	199	2	0	2
94	809	191	2	0	2
95	806	194	2	0	2
96	798	202	2	0	2
97	783	217	2	0	2
98	800	200	2	0	2
99	777	223	2	0	2
100	780	220	2	0	2
