mutation_id	ref_counts	var_counts	normal_cn	minor_cn	major_cn
1	529	471	2	1	1
2	495	505	2	1	1
3	486	514	2	1	1
4	487	513	2	1	1
5	493	507	2	1	1
6	491	509	2	1	1
7	483	517	2	1	1
8	502	498	2	1	1
9	515	485	2	1	1
10	519	481	2	1	1
11	514	486	2	1	1
12	496	504	2	1	1
13	538	462	2	1	1
14	491	509	2	1	1
15	512	488	2	1	1
16	499	501	2	1	1
17	477	523	2	1	1
18	507	493	2	1	1
19	511	489	2	1	1
20	488	512	2	1	1
21	577	423	2	1	1
22	556	444	2	1	1
23	567	433	2	1	1
24	556	444	2	1	1
25	563	437	2	1	1
26	561	439	2	1	1
27	535	465	2	1	1
28	572	428	2	1	1
29	540	460	2	1	1
30	541	459	2	1	1
31	555	445	2	1	1
32	540	460	2	1	1
33	559	441	2	1	1
34	549	451	2	1	1
35	579	421	2	1	1
36	563	437	2	1	1
37	549	451	2	1	1
38	559	441	2	1	1
39	548	452	2	1	1
40	563	437	2	1	1
41	685	315	2	1	2
42	709	291	2	1	2
43	694	306	2	1	2
44	673	327	2	1	2
45	737	263	2	1	2
46	717	283	2	1	2
47	674	326	2	1	2
48	692	308	2	1	2
49	698	302	2	1	2
50	680	320	2	1	2
51	696	304	2	1	2
52	692	308	2	1	2
53	697	303	2	1	2
54	699	301	2	1	2
55	693	307	2	1	2
56	701	299	2	1	2
57	694	306	2	1	2
58	692	308	2	1	2
59	715	285	2	1	2
60	723	277	2	1	2
61	922	78	2	1	1
62	924	76	2	1	1
63	935	65	2	1	1
64	923	77	2	1	1
65	933	67	2	1	1
66	916	84	2	1	1
67	925	75	2	1	1
68	919	81	2	1	1
69	935	65	2	1	1
70	924	76	2	1	1
71	938	62	2	1	1
72	929	71	2	1	1
73	941	59	2	1	1
74	914	86	2	1	1
75	919	81	2	1	1
76	935	65	2	1	1
77	923	77	2	1	1
78	905	95	2	1	1
79	926	74	2	1	1
80	930	70	2	1	1
81	823	177	2	0	2
82	818	182	2	0	2
83	789	211	2	0	2
84	794	206	2	0	2
85	799	201	2	0	2
86	815	185	2	0	2
87	771	229	2	0	2
88	802	198	2	0	2
89	820	180	2	0	2
90	784	216	2	0	2
91	810	190	2	0	2
92	773	227	2	0	2
93	804	196	2	0	2
94	822	178	2	0	2
95	796	204	2	0	2
96	802	198	2	0	2
97	798	202	2	0	2
98	784	216	2	0	2
99	813	187	2	0	2
100	808	192	2	0	2
